TransitionGroupID,Model_Code,mean_amount,annual_probability,BpS_Name
All Transitions,13490_46_48_54_55_99,305.115,0.305115,East Gulf Coastal Plain Interior Upland Longleaf Pine Woodland
All Transitions,13500_57,33.2132,0.0332132,Central and Southern Appalachian Spruce-Fir Forest
All Transitions,13500_61,9.0722,0.0090722,Central and Southern Appalachian Spruce-Fir Forest
All Transitions,13510_48_54_59,335.8028,0.3358028,Southeastern Interior Longleaf Pine Woodland
All Transitions,13520_53_54_57_59_60_61,223.188,0.223188,Southern Appalachian Montane Pine Forest and Woodland
All Transitions,13530_46_48_53_54_57_59_60_61,151.355,0.151355,Southern Appalachian Low-Elevation Pine Forest
All Transitions,13530_47,498.9524,0.4989524,Southern Appalachian Low-Elevation Pine Forest
All Transitions,13540_64_66,131.9024,0.1319024,Northeastern Interior Pine Barrens
All Transitions,13550_60_65,132.8894,0.1328894,Northern Atlantic Coastal Plain Pitch Pine Barrens
All Transitions,13560_55_56_99,421.2552,0.4212552,Florida Longleaf Pine Sandhill
All Transitions,13570_46_47_55_58_99,35.5016,0.0355016,Southern Coastal Plain Mesic Slope Forest
All Transitions,13580_35_36,175.1868,0.1751868,East-Central Texas Plains Southern Pine Forest and Woodland
All Transitions,13600_56,297.0132,0.2970132,South Florida Pine Rockland
All Transitions,13610_58_60,36.324,0.036324,Central Atlantic Coastal Plain Maritime Forest
All Transitions,13620_41_50,93.9818,0.0939818,Laurentian-Acadian Northern Pine(-Oak) Forest
All Transitions,13620_51_63_64_65_66,27.2662,0.0272662,Laurentian-Acadian Northern Pine(-Oak) Forest
All Transitions,13622_41_50,30.3678,0.0303678,Laurentian-Acadian Northern Pine(-Oak) Forest - Pine Dominated
All Transitions,13630_47_53,315.0016,0.3150016,Central Interior Highlands Dry Acidic Glade and Barrens
All Transitions,13640_32_44_49,301.1134,0.3011134,Ozark-Ouachita Dry Oak Woodland
All Transitions,13651_40_41_50,27.585,0.027585,Boreal White Spruce-Fir-Hardwood Forest - Inland
All Transitions,13651_51,83.6148,0.0836148,Boreal White Spruce-Fir-Hardwood Forest - Inland
All Transitions,13652_41,19.4608,0.0194608,Boreal White Spruce-Fir-Hardwood Forest - Coastal
All Transitions,13652_51,17.3768,0.0173768,Boreal White Spruce-Fir-Hardwood Forest - Coastal
All Transitions,13653_41,27.9418,0.0279418,Boreal White Spruce-Fir-Hardwood Forest - Aspen-Birch
All Transitions,13660_50,7.5898,0.0075898,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
All Transitions,13660_51_63_64_65_66,7.392,0.007392,Laurentian-Acadian Pine-Hemlock-Hardwood Forest
All Transitions,13670_32_44,235.2692,0.2352692,Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland
All Transitions,13680_46_48_54_57_59_60_61,209.264,0.209264,Southern Piedmont Dry Oak(-Pine) Forest
All Transitions,13690_60_61_63_64_65_66,101.3044,0.1013044,Central Appalachian Dry Oak-Pine Forest
All Transitions,13700_53_61_62,15.701,0.015701,Appalachian (Hemlock-)Northern Hardwood Forest
All Transitions,13700_60_63_64_65_66,15.4658,0.0154658,Appalachian (Hemlock-)Northern Hardwood Forest
All Transitions,13710_32_36_37_45_98,238.044,0.238044,West Gulf Coastal Plain Pine-Hardwood Forest
All Transitions,13710_44,242.742,0.242742,West Gulf Coastal Plain Pine-Hardwood Forest
All Transitions,13720_46_99,167.8678,0.1678678,East Gulf Coastal Plain Interior Shortleaf Pine-Oak Forest
All Transitions,13730_63_64,4.1712,0.0041712,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
All Transitions,13730_65_66,5.7768,0.0057768,Acadian Low-Elevation Spruce-Fir-Hardwood Forest
All Transitions,13740_64_65_66,6.8236,0.0068236,Acadian-Appalachian Montane Spruce-Fir Forest
All Transitions,13750_60,219.2496,0.2192496,Eastern Serpentine Woodland
All Transitions,13760_48_53_57_61,153.1132,0.1531132,Southern Ridge and Valley/Cumberland Dry Calcareous Forest
All Transitions,13770_60_61_63_64_65_66,180.852,0.180852,Central Appalachian Pine-Oak Rocky Woodland
All Transitions,13780_37_44,218.6968,0.2186968,West Gulf Coastal Plain Sandhill Oak and Shortleaf Pine Forest and Woodland
All Transitions,13790_60_65,147.5952,0.1475952,Northern Atlantic Coastal Plain Maritime Forest
All Transitions,13800_55_99,79.2424,0.0792424,East Gulf Coastal Plain Maritime Forest
All Transitions,13810_45,236.0304,0.2360304,Lower Mississippi River Dune Woodland and Forest
All Transitions,13820_55_58,89.893,0.089893,Southern Atlantic Coastal Plain Maritime Forest
All Transitions,13830_32_35_36,287.4496,0.2874496,Edwards Plateau Limestone Savanna and Woodland
All Transitions,13840_98,245.6696,0.2456696,Mississippi Delta Maritime Forest
All Transitions,13850_20,270.1668,0.2701668,Western Great Plains Wooded Draw and Ravine
All Transitions,13850_29_30,262.5634,0.2625634,Western Great Plains Wooded Draw and Ravine
All Transitions,13850_31_39_40_42,288.5614,0.2885614,Western Great Plains Wooded Draw and Ravine
All Transitions,13860_66,0.498,0.000498,Acadian-Appalachian Alpine Tundra
All Transitions,13870_55_56,44.9628,0.0449628,Florida Peninsula Inland Scrub
All Transitions,13890_64_66,1.5776,0.0015776,Acadian-Appalachian Subalpine Woodland and Heath-Krummholz
All Transitions,13900_35_36,65.645,0.065645,Tamaulipan Mixed Deciduous Thornscrub
All Transitions,13920_35,19.7008,0.0197008,Tamaulipan Calcareous Thornscrub
All Transitions,13920_36,19.855,0.019855,Tamaulipan Calcareous Thornscrub
All Transitions,13930_26_34,37.4018,0.0374018,Edwards Plateau Limestone Shrubland
All Transitions,13930_32_35,37.5596,0.0375596,Edwards Plateau Limestone Shrubland
All Transitions,13940_39_40_41,210.4982,0.2104982,North-Central Interior Oak Savanna
All Transitions,13940_42,206.7762,0.2067762,North-Central Interior Oak Savanna
All Transitions,13940_44_49,197.266,0.197266,North-Central Interior Oak Savanna
All Transitions,13940_50_51,209.489,0.209489,North-Central Interior Oak Savanna
All Transitions,13940_52,199.6272,0.1996272,North-Central Interior Oak Savanna
All Transitions,13950_41_42_43_49_52,238.1444,0.2381444,North-Central Oak Barrens
All Transitions,13950_50,247.9092,0.2479092,North-Central Oak Barrens
All Transitions,13950_51,245.799,0.245799,North-Central Oak Barrens
All Transitions,13970_48,444.4754,0.4444754,Nashville Basin Limestone Glade and Woodland
All Transitions,14000_60_61,263.5702,0.2635702,Central Appalachian Alkaline Glade and Woodland
All Transitions,14000_63,258.2398,0.2582398,Central Appalachian Alkaline Glade and Woodland
All Transitions,14000_64,260.436,0.260436,Central Appalachian Alkaline Glade and Woodland
All Transitions,14010_43_44_47_48_53,353.9598,0.3539598,Central Interior Highlands Calcareous Glade and Barrens
All Transitions,14010_49,352.6784,0.3526784,Central Interior Highlands Calcareous Glade and Barrens
All Transitions,14071_41_50_51,228.269,0.228269,Laurentian Pine-Oak Barrens
All Transitions,14072_41_50_51,120.2254,0.1202254,Laurentian Pine-Oak Barrens - Jack Pine
All Transitions,14080_48,351.0862,0.3510862,Alabama Ketona Glade and Woodland
All Transitions,14090_50_64,433.7066,0.4337066,Great Lakes Alvar
All Transitions,14100_35,200.9462,0.2009462,Llano Uplift Acidic Forest-Woodland-Glade
All Transitions,14110_49_51_52,58.898,0.058898,Great Lakes Wet-Mesic Lakeplain Prairie
All Transitions,14120_39_40_41_42_43_50_51,307.4404,0.3074404,North-Central Interior Sand and Gravel Tallgrass Prairie
All Transitions,14120_49,305.2058,0.3052058,North-Central Interior Sand and Gravel Tallgrass Prairie
All Transitions,14120_52,304.2784,0.3042784,North-Central Interior Sand and Gravel Tallgrass Prairie
All Transitions,14130_47,117.6304,0.1176304,Bluegrass Savanna and Woodland
All Transitions,14140_57,57.6344,0.0576344,Southern Appalachian Grass and Shrub Bald
All Transitions,14151_44,505.6756,0.5056756,Arkansas Valley Prairie and Woodland - Prairie
All Transitions,14152_44,497.5414,0.4975414,Arkansas Valley Prairie and Woodland - Woodland
All Transitions,14160_48,153.1594,0.1531594,Western Highland Rim Prairie and Barrens
All Transitions,14170_48,199.0396,0.1990396,Eastern Highland Rim Prairie and Barrens
All Transitions,14180_47,785.8708,0.7858708,Pennyroyal Karst Plain Prairie and Barrens
All Transitions,14200_39_40_42,459.1252,0.4591252,Northern Tallgrass Prairie
All Transitions,14200_41,311.7084,0.3117084,Northern Tallgrass Prairie
All Transitions,14210_31_38_42_43_44_50_51,312.5626,0.3125626,Central Tallgrass Prairie
All Transitions,14210_49_52,312.1762,0.3121762,Central Tallgrass Prairie
All Transitions,14220_32_35_36_37,562.2148,0.5622148,Southern Blackland Tallgrass Prairie
All Transitions,14230_32_35,615.6748,0.6156748,Southeastern Great Plains Tallgrass Prairie
All Transitions,14230_38,421.0984,0.4210984,Southeastern Great Plains Tallgrass Prairie
All Transitions,14230_43_44,613.6114,0.6136114,Southeastern Great Plains Tallgrass Prairie
All Transitions,14250_56,589.0704,0.5890704,Florida Dry Prairie
All Transitions,14260_58,214.68,0.21468,Southern Atlantic Coastal Plain Dune and Maritime Grassland
All Transitions,14270_47,193.2102,0.1932102,East Gulf Coastal Plain Jackson Plain Prairie and Barrens
All Transitions,14280_37_44,295.9082,0.2959082,West Gulf Coastal Plain Northern Calcareous Prairie
All Transitions,14290_37_45,338.5378,0.3385378,West Gulf Coastal Plain Southern Calcareous Prairie
All Transitions,14300_46,395.6776,0.3956776,Southern Coastal Plain Blackland Prairie and Woodland
All Transitions,14320_45,334.3408,0.3343408,Lower Mississippi Alluvial Plain Grand Prairie
All Transitions,14340_36,291.1058,0.2911058,Texas-Louisiana Coastal Prairie
All Transitions,14340_37_98,571.1076,0.5711076,Texas-Louisiana Coastal Prairie
All Transitions,14350_99,252.3338,0.2523338,East Gulf Coastal Plain Dune and Coastal Grassland
All Transitions,14360_60,218.6764,0.2186764,Northern Atlantic Coastal Plain Dune and Swale
All Transitions,14360_65_66,175.5314,0.1755314,Northern Atlantic Coastal Plain Dune and Swale
All Transitions,14370_36,388.428,0.388428,Central and Upper Texas Coast Dune and Coastal Grassland
All Transitions,14380_36,234.689,0.234689,Tamaulipan Savanna Grassland
All Transitions,14390_36,19.7908,0.0197908,South Texas Lomas
All Transitions,14400_36,349.0428,0.3490428,Tamaulipan Clay Grassland
All Transitions,14420_36,255.7102,0.2557102,South Texas Sand Sheet Grassland
All Transitions,14440_41_50_51,128.1268,0.1281268,Eastern Boreal Floodplain
All Transitions,14450_56,54.012,0.054012,South Florida Dwarf Cypress Savanna
All Transitions,14460_56,331.5786,0.3315786,South Florida Pine Flatwoods
All Transitions,14470_56,110.5558,0.1105558,South Florida Cypress Dome
All Transitions,14490_58_60,330.467,0.330467,Central Atlantic Coastal Plain Wet Longleaf Pine Savanna and Flatwoods
All Transitions,14500_55_58,325.7162,0.3257162,Southern Atlantic Coastal Plain Wet Pine Savanna and Flatwoods
All Transitions,14510_37_98,427.0404,0.4270404,West Gulf Coastal Plain Wet Longleaf Pine Savanna and Flatwoods
All Transitions,14520_58_60,143.166,0.143166,Atlantic Coastal Plain Peatland Pocosin and Canebrake
All Transitions,14530_55_56,429.4638,0.4294638,Central Florida Pine Flatwoods
All Transitions,14540_55_56_99,327.1866,0.3271866,East Gulf Coastal Plain Near-Coast Pine Flatwoods
All Transitions,14550_46_99,167.3634,0.1673634,East Gulf Coastal Plain Southern Loblolly-Hardwood Flatwoods
All Transitions,14570_47_48,155.6232,0.1556232,South-Central Interior/Upper Coastal Plain Wet Flatwoods
All Transitions,14570_49,98.3152,0.0983152,South-Central Interior/Upper Coastal Plain Wet Flatwoods
All Transitions,14580_37_44_45_98,229.63,0.22963,West Gulf Coastal Plain Pine-Hardwood Flatwoods
All Transitions,14590_58,148.8146,0.1488146,Atlantic Coastal Plain Clay-Based Carolina Bay Wetland
All Transitions,14600_55_56_99,110.848,0.110848,Southern Coastal Plain Nonriverine Cypress Dome
All Transitions,14610_46_55_56_99,16.5428,0.0165428,Southern Coastal Plain Seepage Swamp and Baygall
All Transitions,14660_49,76.2662,0.0762662,Great Lakes Wooded Dune and Swale
All Transitions,14660_50_51,7.7348,0.0077348,Great Lakes Wooded Dune and Swale
All Transitions,14670_36,57.3678,0.0573678,Tamaulipan Floodplain
All Transitions,14680_46_55_58_99,123.811,0.123811,Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall
All Transitions,14680_60,123.0912,0.1230912,Atlantic Coastal Plain Streamhead Seepage Swamp-Pocosin-Baygall
All Transitions,14690_31_39_40_43,97.4352,0.0974352,Eastern Great Plains Floodplain Systems
All Transitions,14690_38_42_49,97.3822,0.0973822,Eastern Great Plains Floodplain Systems
All Transitions,14700_56,93.165,0.093165,Caribbean Coastal Wetland Systems
All Transitions,14710_32_35,50.1616,0.0501616,Central Interior and Appalachian Floodplain Systems
All Transitions,14710_41_50,234.9752,0.2349752,Central Interior and Appalachian Floodplain Systems
All Transitions,14710_42_43,27.0174,0.0270174,Central Interior and Appalachian Floodplain Systems
All Transitions,14710_44,27.5856,0.0275856,Central Interior and Appalachian Floodplain Systems
All Transitions,14710_47_48_53_54_57_59_60_61_63,34.9912,0.0349912,Central Interior and Appalachian Floodplain Systems
All Transitions,14710_49_52,232.9834,0.2329834,Central Interior and Appalachian Floodplain Systems
All Transitions,14710_51_62,229.2252,0.2292252,Central Interior and Appalachian Floodplain Systems
All Transitions,14710_64_65,34.2508,0.0342508,Central Interior and Appalachian Floodplain Systems
All Transitions,14712_44,32.1402,0.0321402,Central Interior and Appalachian Floodplain Systems - Large Floodplains
All Transitions,14720_32_35,44.3872,0.0443872,Central Interior and Appalachian Riparian Systems
All Transitions,14720_44_46_47_48,24.3868,0.0243868,Central Interior and Appalachian Riparian Systems
All Transitions,14720_49,24.0252,0.0240252,Central Interior and Appalachian Riparian Systems
All Transitions,14720_53_54_57_59_60,24.7658,0.0247658,Central Interior and Appalachian Riparian Systems
All Transitions,14720_61_62_63,24.128,0.024128,Central Interior and Appalachian Riparian Systems
All Transitions,14720_64_65_66,23.7798,0.0237798,Central Interior and Appalachian Riparian Systems
All Transitions,14730_32_37_44,45.9086,0.0459086,Gulf and Atlantic Coastal Plain Floodplain Systems
All Transitions,14730_36,45.3372,0.0453372,Gulf and Atlantic Coastal Plain Floodplain Systems
All Transitions,14730_45_46_47_98_99,29.3092,0.0293092,Gulf and Atlantic Coastal Plain Floodplain Systems
All Transitions,14730_55_58_60,29.4752,0.0294752,Gulf and Atlantic Coastal Plain Floodplain Systems
All Transitions,14740_32_37_44_45_98,37.5994,0.0375994,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems
All Transitions,14740_36,137.5388,0.1375388,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems
All Transitions,14740_46_47_48_55_56_58_60_99,43.233,0.043233,Gulf and Atlantic Coastal Plain Small Stream Riparian Systems
All Transitions,14750_41_50_51_63_64_65_66,230.7958,0.2307958,Laurentian-Acadian Floodplain Systems
All Transitions,14760_36,53.4712,0.0534712,Tamaulipan Riparian Systems
All Transitions,14770_40_41_50_51,23.2502,0.0232502,Boreal Acidic Peatland Systems
All Transitions,14770_63_64_65_66,20.2746,0.0202746,Boreal Acidic Peatland Systems
All Transitions,14780_56,13.0596,0.0130596,Caribbean Swamp Systems
All Transitions,14790_41_42_47_48_50_51_53,9.1134,0.0091134,Central Interior and Appalachian Swamp Systems
All Transitions,14790_52_62,11.9048,0.0119048,Central Interior and Appalachian Swamp Systems
All Transitions,14790_60_61_63_64_65_66,9.8428,0.0098428,Central Interior and Appalachian Swamp Systems
All Transitions,14800_36_37_44,7.146,0.007146,Gulf and Atlantic Coastal Plain Swamp Systems
All Transitions,14800_45_98,7.2192,0.0072192,Gulf and Atlantic Coastal Plain Swamp Systems
All Transitions,14800_46_56_58_60_64_65_66,13.637,0.013637,Gulf and Atlantic Coastal Plain Swamp Systems
All Transitions,14800_47,13.3456,0.0133456,Gulf and Atlantic Coastal Plain Swamp Systems
All Transitions,14800_55_99,13.6068,0.0136068,Gulf and Atlantic Coastal Plain Swamp Systems
All Transitions,14810_41_50_51_63,5.1708,0.0051708,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp
All Transitions,14820_30,186.503,0.186503,Great Plains Prairie Pothole
All Transitions,14820_39_40,227.6196,0.2276196,Great Plains Prairie Pothole
All Transitions,14830_56,336.5728,0.3365728,South Florida Everglades Sawgrass Marsh
All Transitions,14850_55_99,361.0038,0.3610038,East Gulf Coastal Plain Savanna and Wet Prairie
All Transitions,14860_36,283.6278,0.2836278,Texas-Louisiana Saline Coastal Prairie
All Transitions,14880_38_42_43,334.843,0.334843,Eastern Great Plains Wet Meadow-Prairie-Marsh
All Transitions,14890_55_56_99,201.2622,0.2012622,Floridian Highlands Freshwater Marsh
All Transitions,14900_36,80.4738,0.0804738,Gulf and Atlantic Coastal Plain Tidal Marsh Systems
All Transitions,14900_37_98,149.1872,0.1491872,Gulf and Atlantic Coastal Plain Tidal Marsh Systems
All Transitions,14900_55_56_58_99,201.8944,0.2018944,Gulf and Atlantic Coastal Plain Tidal Marsh Systems
All Transitions,14900_60,199.77,0.19977,Gulf and Atlantic Coastal Plain Tidal Marsh Systems
All Transitions,14900_65_66,62.3186,0.0623186,Gulf and Atlantic Coastal Plain Tidal Marsh Systems
All Transitions,14920_41_50_51_52_63,22.358,0.022358,Great Lakes Coastal Marsh Systems
All Transitions,14930_41_42_44_50,411.8612,0.4118612,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems
All Transitions,14930_52_62,404.4754,0.4044754,Central Interior and Appalachian Shrub-Herbaceous Wetland Systems
